,de,en
1903,"Der Vertrag von Amsterdam sagt ganz klar: Wenn die Gesundheit der Menschen betroffen ist, dann ist Artikel 152 als Rechtsgrundlage zu wählen, und ich muß dem Rechtsausschuß unseres eigenen Hauses hier sagen: Es ist einfach nicht gut genug, sich den Vorschlag der Kommission anzusehen und zu sagen, da steht nichts drin zu Gesundheit und Verbraucherschutz, also geht es auch nicht um Gesundheit und Verbraucherschutz.","The Treaty of Amsterdam states quite clearly that, where people' s health is concerned, Article 152 is the correct legal base, and may I say to our own Committee on Legal Affairs and the Internal Market that it is simply not good enough to look at the Commission' s proposal and say, there is nothing in it about health and consumer protection, so it has nothing to do with health and consumer protection."
1904,"Deshalb wird meine Fraktion - wie Herr Kindermann es schon gesagt hat - am morgigen Tag bei der Abstimmung für die Änderung der Rechtsgrundlage stimmen, und ich hoffe, die anderen Fraktionen in diesem Haus ebenfalls.","My group, as Mr Kindermann has already said, will therefore vote tomorrow to change the legal base and I hope that other groups in this House will do likewise."
1905,"Herr Byrne, Sie bitte ich im Sinne von Transparenz und guter Zusammenarbeit, die Änderung der Rechtsgrundlage anzunehmen und ihr zuzustimmen.","Mr Byrne, I ask you to accept and agree to the change of legal basis for the sake of transparency and good cooperation."
1906,"Wenn wir das nämlich nicht täten, sondern dem Rechtsausschuß folgen würden, würden wir der Manipulation Tür und Tor öffnen.","If we do not change it and we follow the Legal Affairs Committee, we shall be opening the floodgates to manipulation."
1907,"Dann erlauben wir nämlich der Kommission, die Wahl der Rechtsgrundlage so zu bestimmen, daß im Text die Gesundheitspolitik einfach nicht erwähnt wird, und dann haben wir plötzlich den Artikel 37.",The Commission would be able to determine the choice of legal basis by excluding any reference to health policy and we would suddenly find ourselves up against an Article 37.
1908,Lassen Sie mich kurz noch etwas zu zwei anderen Punkten sagen: Gentechnisch veränderte Mikroorganismen in Tierfutter.,"Allow me to comment briefly on two other points. First, genetically modified micro-organisms in feedingstuffs."
1909,"Es kann nicht sein, daß man auf vertikale Gesetzgebung hinweist und sagt, wir brauchen irgendwann einmal eine andere Gesetzgebung.",We cannot just refer to vertical legislation and say that at some point we will need another law.
1910,"Die haben wir aber im Moment nicht! Und solange wir die nicht haben, müssen wir an jeder Stelle, wo wir Gesetzgebung beschließen, auch gentechnisch veränderte Mikroorganismen behandeln, sie extra aufführen und auf einer Etikettierung bestehen.","We do not have another law at the moment, and until we do, we must deal with genetically-modified micro-organisms as and when we pass legislation; we must include them as an add-on and insist that they be labelled."
1911,"Das hat der Berichterstatter getan, und das ist ein guter Hinweis.",The rapporteur has done just that and that is a good sign.
1912,"Ich sage Ihnen noch einmal, wie ich das schon häufiger getan habe: Ja, ich möchte, daß die Kommission Vorschläge für eine Positivliste macht. Wir werden das sicher dann kontrovers diskutieren und behandeln in diesem Haus, aber wir brauchen wenigstens einen Ansatz für eine Positivliste für Zusatzstoffe in der Tierernährung.","I say now, as I have said on numerous occasions in the past: yes, I too would like the Commission to propose a positive list which we can then debate and deal with in this House, but we do at least need a starting point for a positive list of additives in feedingstuffs."
1913,"Es ist genauso wichtig, daß wir strenge Hygieneanforderungen an die Produktion von Zusatzstoffen haben und daß in den Mitgliedstaaten ordentlich kontrolliert wird.",It is equally important to have strict hygiene requirements for the manufacture of additives and for proper controls to be carried out in the Member States.
1914,"In beiden Bereichen mangelt es noch, und da haben wir noch eine Menge vor uns.",There are serious shortcomings in both areas and we have a great deal of work to do yet.
1915,"Herr Präsident, erlauben Sie mir noch eine Frage an den Kommissar.","Mr President, allow me to ask the Commissioner one more question."
1916,"Zunächst folgender Hinweis, Herr Kommissar Byrne: Das Europäische Parlament besitzt in der Gesetzgebung kein Initiativrecht.","First allow me to point out, Commissioner Byrne, that the European Parliament has no right of legislative initiative."
1917,"Wir nehmen uns aber das Recht, wenn Sie eine Änderung einer Richtlinie oder einer Verordnung vorschlagen, die ganze Verordnung in den Blick zu nehmen und nicht nur das, was Sie sich als einen Teil herausgesucht haben.","But we do reserve the right, when you propose to amend a directive or a regulation, to look at the whole regulation and not just the part which you have singled out."
1918,Wir haben uns dennoch in unseren Änderungsanträgen auf formale Angleichung mit anderen Richtlinien beschränkt. Die inhaltlichen Fragen haben wir sogar noch außer acht gelassen.,"Nonetheless, we have confined ourselves in our proposed amendments to bringing the text into line with that of other directives and we have disregarded the question of content."
1919,Sie sind beispielsweise nicht auf Antibiotika eingegangen.,"For example, you did not go into antibiotics."
1920,Von daher geht es nur um die Angleichung der rechtlichen Bestimmungen in den einzelnen Richtlinien.,We are therefore talking about harmonising the legal provisions in the individual directives.
1921,"Meine Frage, Herr Kommissar Byrne: Gerade wurde auf der UN-Konferenz in Montreal durchgesetzt, daß es im internationalen Handelsverkehr eine Kennzeichnung von genetisch veränderten Organismen geben muß.","My question, Commissioner Byrne is this: the UN conference in Montreal decided that genetically-modified organisms must be labelled for international trade."
1922,"Glauben Sie wirklich, daß das Parlament - wenn wir jetzt diese Möglichkeit haben - es zulassen kann, daß diese Kennzeichnung innerhalb der Europäischen Union bei den Futtermittelzusatzstoffen nicht durchgesetzt wird?","Do you really believe that, if we could, Parliament would permit labelling to be left off feedingstuff additives within the European Union?"
1923,"Herr Kommissar Byrne, Sie laufen auf eine Kraftprobe mit dem Parlament hinaus.","Commissioner Byrne, it appears that you want to engage in a test of strength with Parliament."
1924,Wir haben über das Saatgutverkehrsgesetz zwei Jahre verhandelt.,We negotiated the seed marketing legislation for two years.
1925,Ich freue mich auf unsere gemeinsamen Gespräche.,I look forward to the next round.
1926,"Herr Präsident, es ist im Laufe der Zeit folgende Situation entstanden: Ein Thema hat sich jetzt über mehrere Jahre hinweg in den unterschiedlichsten Facetten weiterentwickelt.","Mr President, over the years, the following situation has arisen: one subject has developed into a subject of many facets."
1927,Viele von uns hier im Hause haben sich über Jahre hinweg - ob sie das vorher wollten oder nicht - weitgehend mit nichts anderem abgegeben als mit Konsequenzen aus dem BSE-Skandal bis in die letzten Facetten.,"Many of us here in this House have spent years, whether we intended to or not, dealing solely with the consequences of the BSE scandal right down to the last detail."
1928,Das ist auch heute noch Thema.,And it is still on the agenda today.
1929,"Deshalb ist es ja auch kein Wunder, daß Herr Böge und ich dazu sprechen, daß Herr Graefe zu Baringdorf es eben auch in seinem Bericht erwähnt hat.",It is therefore hardly surprising that I and Mr Böge are talking about it and that Mr Graefe zu Baringdorf has just mentioned it in his report.
1930,Es sind ja die selben handelnden Personen.,The cast is always the same.
1931,Sicherlich ist es - obwohl die Ursache schlimm war - nicht die schlechteste Erfahrung dieses Parlamentes gewesen.,"Although the cause was unfortunate, it was certainly not the worst experience of this Parliament."
1932,Meine Aufgabe als Verfasserin der Stellungnahme des Umweltausschusses ist eine ganz einfache.,My task as draftsman of the opinion of the Environment Committee is a very simple one.
1933,"Ich kann dem Berichterstatter zustimmen und sagen, der Umweltausschuß hat den Ausschuß für Landwirtschaft und ländliche Entwicklung gebeten und aufgefordert, dem Vorschlag der Kommission zuzustimmen.",I agree with the rapporteur and am able to say that the Environment Committee has asked the Committee on Agriculture and Rural Development to agree to the Commission proposal.
1934,"Damit habe ich sehr viel Zeit gewonnen, die ich manchmal gerne für andere Dinge hätte und die ich jetzt ein wenig im Vorgriff auch nutzen werde, wie es eben Herr Böge schon getan hat.","That saves a great deal of time which I would like to use for other things and which I shall use now somewhat in anticipation, as Mr Böge has just done."
1935,Mein Bericht zu TSE liegt dem Haus noch nicht vor.,I have yet to submit my report on TSEs to the House.
1936,"Wir waren zuerst etwas unschlüssig, auch wenn wir das bedauern.",At first we were somewhat irresolute and we regret that now.
1937,"Aber ich bin zu dem Ergebnis gekommen, es ist eigentlich ein ganz geschicktes Timing.",But I have come to the conclusion that it was in fact quite clever timing.
1938,"Es ist eigentlich ganz gut, daß wir anhand dieser Debatte der Kommission auch schon ein paar Denkaufgaben geben können, Herr Byrne.","This debate does in fact give us an excellent opportunity, Mr Byrne, to give the Commission a few things to think about."
1939,"Nachdem wir vielleicht vorhin bei dem Bericht von Herrn Graefe zu Baringdorf nicht so sehr positiv miteinander umgegangen sind und auch sicherlich nicht so nah zueinander kommen werden, kann es ja sein, daß es in diesem Bereich etwas anders ist.","Although we did not have a very positive exchange on Mr Graefe zu Baringdorf' s report earlier on and will certainly have to agree to disagree, things may be different with this report."
