,es,en
2463,"Primera: que vamos a buscar unos mejores estándares internacionales en el marco de la OACI, que vamos a colaborar en el seno de OACI y que vamos a buscar un objetivo común, que es reducir, todavía más, los ruidos en los aeropuertos, y por lo tanto unos mejores niveles de ruido, mediante la aplicación de las tecnologías más modernas con un período de phasing out de los aviones más ruidosos con el establecimiento de un capítulo 4.","Firstly, we are going to seek higher international standards within the framework of the ICAO, we are going to cooperate within the ICAO and we are going to seek a common objective, which will be to reduce noise at airports even further and thereby achieve lower noise levels, by applying more modern technologies, with a phasing out period for the most noisy aircraft with the establishment of a chapter 4."
2464,"Segunda: que los norteamericanos suspendan su reclamación en el seno de la OACI conforme al artículo 84 y que nosotros -eso lo podemos negociar- suspendamos la parte del reglamento que se refiere a las compañías de países terceros; en ningún caso a las compañías europeas, por cuanto eso entra en vigor el 4 de mayo próximo.","Secondly, the Americans must suspend their complaint to the ICAO in accordance with Article 84 and we - this is something we could negotiate - could suspend the part of the regulation which refers to third country airlines; but certainly not in reference to European airlines, since that regulation enters into force on 4 May."
2465,"Es decir, respecto a las compañías europeas no hay nada más que hablar, sólo se puede negociar lo que se refiere a las compañías de terceros países -para lo que tenemos margen hasta el año 2002- y se trataría de suspender esa parte.","In other words, with regard to European airlines, there is nothing more to say: we can only negotiate with regard to third country airlines - for which we have some leeway until 2002 - and we would have to suspend that part."
2466,"Y, obviamente, cuando alcancemos un nuevo acuerdo en el seno de la OACI, la normativa comunitaria se adaptará a las nuevas normas de la OACI, que serán, en cualquier caso, mejores que las que contempla el actual reglamento.","Obviously, when we reach a new agreement within the ICAO, the Community standards will be adapted to the new ICAO standards, which, in any event, will be better than those laid down in the present regulations."
2467,"Señorías, me preguntaba el Sr. Hatzidakis que con quién negociamos y la Sra. Jackson recordaba la reunión que han tenido con el Secretario de Transporte Sr. Slater.","Ladies and gentlemen, Mr Hatzidakis asked me who we are negotiating with and Mrs Jackson reminded us of the meeting they have had with Mr Slater, the Secretary of State for Transport."
2468,Yo he negociado con bastantes personas de la Administración de los Estados Unidos.,I have negotiated with many people from the United States administration.
2469,El único problema es que lo que hace falta -y espero que en algún momento lo obtengamos- no son sólo las negociaciones sino la confirmación de que los preacuerdos alcanzados por el negociador de turno son respaldados por la Administración de los Estados Unidos.,The only problem is that what is required - and I hope that at some point we will obtain it - is not only negotiations but also the confirmation that the preliminary agreements reached with the particular negotiator on duty receive the backing of the United States administration.
2470,Yo he informado a sus Señorías de manera puntual y totalmente transparente a lo largo de todo este tiempo.,I have kept you informed promptly and with complete transparency throughout all this time.
2471,"No me voy a extender hablando sobre cuáles han sido las etapas, pues las conocen perfectamente.","I am not going to expand on what the stages have been, since you are perfectly familiar with them."
2472,"La última, el lunes pasado, con el Sr. Slater.","The last took place on Monday, with Mr Slater."
