,pl,en
3351,Panie Przewodniczący! W omawianym sprawozdaniu szczególnie cieszy mnie rozdział napisany przez aktywność posłów do Parlamentu Europejskiego.,"Mr President, in this report I particularly welcome the section on the actions of Members of this Parliament."
3352,"Przyznanie nagrody Aleksandrowi Milinkiewiczowi, czy zdecydowana i ostra reakcja na zamordowanie Anny Politkowskiej pokazały, że Europa nie będzie bezczynnie patrzeć na przypadki łamania praw człowieka za naszą wschodnią granicą.","The award of the Sakharov Prize to Alexander Milinkievich, along with the strong and unequivocal condemnation of the murder of Anna Politkovskaya showed that Europe will not stand idly by, ignoring infringements of human rights beyond our Eastern border."
3353,Jednak w tym obszarze wiele jest jeszcze do zrobienia.,"Much remains to be done in this regard, however."
3354,"Ostatnie wybory parlamentarne w Rosji pokazały, że podstawowe zasady i wolności są nagminnie łamane.",The latest parliamentary elections in Russia proved that fundamental principles and freedoms are being infringed there as a matter of course.
3355,"Wydarzenia, które miały tam miejsce, rzucają też złe światło na regularne konsultacje pomiędzy Unią Europejską a Federacją Rosyjską w dziedzinie praw człowieka.",The events that took place in Russia call into question the regular consultations between the European Union and the Russian Federation in the area of human rights.
3356,"Być może nadszedł czas, by zredefiniować ich formułę, wprowadzając sankcje za brak postępów we wdrażaniu przyjętych zobowiązań lub ustalając mechanizmy pozwalające na monitorowanie ich wykonania.","The time has perhaps come to redefine the nature of these meetings, to introduce sanctions for lack of progress in implementing commitments made and to establish mechanisms for monitoring their implementation."
3357,"Jedno jest pewne, Rosja coraz bardziej oddala się od demokracji.",One thing is certain. Russia is moving ever further away from democracy.
3358,"Miejmy jednak nadzieję, że w przyszłym roku będziemy mieli więcej powodów do zadowolenia, że nie zmarnowaliśmy czasu i szansy, by uczynić świat lepszym.",We can but hope that next year we will have more grounds for congratulating ourselves on not having wasted time and opportunities to make the world a better place.
3359,Panie Przewodniczący! W sprawozdaniu zawarto informację o rozmowach z władzami Rosji i Chin w sprawie przestrzegania praw człowieka.,"Mr President, the report contains information on talks with Russian and Chinese leaders regarding respect for human rights."
3360,Informacja ta niestety jest mało konkretna.,"Unfortunately, the information is not very specific."
3361,Tymczasem w Rosji trwa walka między policją a wojskiem o organy Czeczeńców.,"In the meantime, the conflict between the police and the army in Russia over organs belonging to Chechens continues."
3362,"Porywani są z domów, a po wycięciu wszystkiego, co nadaje się do transplantacji, są wyrzucani.","Chechens are being seized from their homes, and when all organs suitable for transplantation have been removed from their bodies, they are dumped."
3363,W Chinach dostarczycielami organów są więźniowie polityczni.,"In China, organs are taken from political prisoners."
3364,W roku bieżącym Rada Europy wypowiadała się w tej sprawie.,The Council of Europe issued statements on these cases earlier in the year.
3365,Nasz Parlament potrafił jedynie nocą zlikwidować wystawę pokazującą zbrodnie rosyjskie na Czeczeńcach.,All our Parliament managed to do was dismantle a display illustrating crimes committed by Russia against the Chechen people. The display was taken down one evening because it was deemed too shocking.
3366,"Uznano ją za zbyt drastyczną - wystawę, a nie czyny, które dokumentowała.","I should stress that it was the display that was considered too shocking, not the actions it illustrated."
3367,Pytam - jak długo będziemy przyzwalać na ludobójstwo?,How long will we condone genocide?
3368,"Zwracam się o wyjaśnienie, czy rozmowy z Rosją i Chinami dotyczyły poruszanego przeze mnie problemu?",I should like to ask for clarification as to whether the problem I have referred to was raised in the talks with Russia and China.
3369,"Panie Przewodniczący! Chcę wyrazić zadowolenie, że mój kraj, Polska, wycofał zastrzeżenia wobec ustanowienia dnia przeciwko karze śmierci.","Mr President, I should like to say how glad I am that my country, Poland, decided to withdraw its reservation regarding establishing World Day Against the Death Penalty."
3370,"Ta decyzja nie tylko dobrze oddaje odczucia Polaków, ale pozwala Unii mówić jednym głosem.","Not only does this decision accurately reflect the feelings of the Polish people, but it also allows the Union to speak with one voice."
3371,"A co do omawianego sprawozdania, to witam z zadowoleniem jego punkt czwarty, zatytułowany ""Prawa kobiet i równość płci”.","With regard to the report before us, I welcome its Chapter 4.5, entitled Women's Rights and Gender Equality."
3372,"Dobrze, że Komisja Europejska włączyła równość płci i upodmiotowienie kobiet w swe priorytety i ramy działania aż do roku 2010.",It is good that the European Commission included gender equality and women's rights amongst its priorities and action frameworks for 2010.
3373,Teraz każde państwo członkowskie musi o tym pamiętać i przy każdej inicjatywie politycznej oraz podejmowaniu współpracy na rzecz rozwoju musi ten fakt uwzględnić.,Every Member State must now keep these issues in mind and take them into account in all political initiatives and cooperative actions aimed at development.
3374,Ale popatrzmy na praktykę w tym zakresie.,We would do well to consider the situation on the ground with regard to these issues. Can we really feel satisfied when we hear what is actually happening?
3375,"Czy możemy się czuć dobrze, gdy docierają do nas informacje na przykład o 24-letniej Irance, Delaram Ali, skazanej na 32 miesiące więzienia i 10 batów tylko za to, że wzięła udział w demonstracji przeciwko prześladowaniu kobiet lub gdy w Basrze od lipca tego roku znaleziono zwłoki 42 kobiet zamordowanych tylko dlatego, że nie nakryły głowy lub nosiły makijaż.","I could refer for instance to a 24-year-old Iranian woman named Delaram Ali who was sentenced to 32 months in jail and 10 lashes simply because she took part in a demonstration against the persecution of women. In addition, in July of this year, the bodies of 42 women were found in Basra."
3376,"Chyba tego tolerować nie możemy, te kobiety zginęły niepotrzebnie.",How do we react to the fact that those women were murdered simply because they had failed to cover their heads or had worn make-up? Surely we cannot condone the needless deaths of those women?
3377,w imieniu grupy UEN. - Pani Przewodnicząca! Poseł Leichtfried dobrze wykonał postawione przed nim zadanie.,"on behalf of the UEN Group. - Madam President, Mr Leichtfried has done excellent work on the task with which he was entrusted."
3378,Gratuluję więc w imieniu UEN oraz swoim własnym. Poprzez rozsądny kompromis mamy szansę na sfinalizowanie prac dotyczących reguł obejmujących lotnictwo cywilne w Unii oraz bezpieczeństwo ruchu powietrznego.,I should therefore like to offer him my personal congratulations and those of the Union for Europe of the Nations Group. Sensible compromise should allow us to finalise work on the rules relating to civil aviation in the Union and the safety of air transport.
3379,"Odnosi się to także do operacji lotniczych, licencji, szkolenia załóg oraz statków powietrznych państw pozaunijnych.","Air transport operations, licences, training, crew and aircraft of countries outside the Union are also affected."
3380,"To, co dziś robimy stanowi kontynuację pierwotnego rozporządzenia z roku 2002.",The work we are today involved in is a continuation of the initial 2002 Regulation.
3381,"Ma więc miejsce, w moim przekonaniu, racjonalne rozszerzenie kompetencji Europejskiej Agencji Bezpieczeństwa Lotniczego oraz udoskonalenie wielu procedur zarządzających i finansujących.","In my view, we are dealing with a sensible expansion of the competences of the European Aviation Safety Agency (EASA) and improving many financial and management procedures."
