,fr,en
2821,"Dans ces conditions, il est normal que notre Assemblée s' inquiète aujourd' hui en posant une question orale qui presse la Commission de montrer les études de faisabilité définitives et incontestables que personne n' a encore vues.","In these circumstances, it is quite reasonable for this House to express concern today, asking an oral question which urges the Commission to show the definite and unquestionable feasibility studies which to date no one has seen."
2822,"Quels sont, en effet, les scénarios d' évolution et les risques possibles ?",What are the scenarios for development and the potential risks?
2823,"Le risque principal est que la Commission, sans justification suffisante, bouleverse l' équilibre existant en proposant d' aller assez vite vers une seconde étape de libéralisation qui déséquilibrerait dans certains pays le financement du service postal universel et le rendrait ingérable.","The main risk is that the Commission, without adequate justification, might upset the balance which exists now by proposing to go swiftly on to a second phase of liberalisation which would, in some countries, throw off balance the funding of the universal postal service, making it unmanageable."
2824,"Aujourd' hui, à l' issue du compromis de 1997, les pays membres peuvent confier à des monopoles publics le service postal concernant des courriers et objets dont le coût de distribution reste inférieur à cinq fois le tarif de base, ou dont le poids est inférieur à 350 grammes.","Today, following the 1997 compromise, Member States can give public monopolies responsibility for the postal service involving mail and parcels whose distribution cost is less than five times the basic tariff, with a weight of less than 350 grammes."
2825,"On suppose, par exemple, comme le commissaire Bolkestein l' a laissé entendre au cours de son audition du 6 septembre dernier, que la Commission pourrait proposer de réduire ces limites à 50 grammes et deux fois et demi le tarif de base.","It may be supposed, for example, as Commissioner Bolkestein gave us to understand during his hearing on 6 September last year, that the Commission might propose reducing these limits to 50 grams and two and a half times the basic tariff."
2826,"Cette solution ne serait pas, à notre avis, équitable, et d' ailleurs la Commission ne disposerait d' aucun chiffre irréfutable pour la soutenir.","This solution would not, in our opinion, be a fair one and indeed the Commission would have no irrefutable figures to support it."
2827,"Mais, malheureusement, nous savons depuis Seattle qu' elle n' a pas besoin d' un bilan sérieux de l' étape précédente pour proposer de passer très vite à l' étape suivante.","But, unfortunately, we are aware since Seattle that the Commission has no need of a proper assessment of the previous stage before proposing that we go rapidly on to the next stage."
2828,"Second scénario qui a notre préférence : le report de la révision et le maintien de la situation actuelle jusqu' au moment où nous disposerons d' une étude sérieuse, détaillée et objective sur les effets de la directive de 1997.","The second scenario, which we prefer: to defer the revision and maintain the current situation until such time as we do actually have a proper, detailed objective study of the effects of the 1997 directive."
2829,"En disant cela, nous ne cherchons pas à protéger des monopoles dont nous connaissons bien déjà les effets pervers, mais nous voulons être sûrs de pouvoir combiner l' évolution progressive des organisations et le maintien des principes essentiels de service public.","In saying that, we are not seeking to protect monopolies whose pernicious effects we are already familiar with, but we wish to be certain that it is possible to combine the gradual evolution of the organisations with maintaining the key principles of public service."
2830,"Enfin, le groupe Europe des nations se demande si l' idée d' imposer des règles de gestion unifiées aux services postaux des quinze pays membres ne serait pas, en elle-même, viciée.","Finally, the Union for a Europe of Nations Group wonders if the idea of foisting unified management rules on the postal services of the fifteen Member States might not be, essentially, flawed."
2831,"En France, par exemple, l' inégalité de répartition de la population sur un vaste espace territorial rend tout à fait indispensable l' existence d' obligations de service public dans la distribution du courrier si l' on veut maintenir l' égalité des citoyens et la cohésion sociale.","In France, for example, the unequal distribution of the population over a vast territorial area makes the obligation to provide a public service absolutely indispensable in mail distribution if one wishes to maintain the equality of citizens and social cohesion."
